ad_id,seller_id,category,title,posted_date,sold_date,deletion_date,price,status
706,326,Esportes,Item Magni 2,2025-01-24,,,475.99,Active
707,435,Esportes,Item Quasi 94,2025-12-19,2025-12-23,,160.68,Sold
708,122,Brinquedos,Item Non 63,2025-11-05,2025-12-09,,480.98,Sold
709,144,Eletrônicos,Item Nostrum 6,2025-07-19,2025-09-03,,461.42,Sold
710,359,Roupas,Item Praesentium 59,2025-10-15,,2025-12-07,487.53,Deleted
711,49,Livros,Item Quo 18,2025-05-21,2025-06-28,,322.24,Sold
712,39,Livros,Item Perspiciatis 73,2025-11-18,,,40.52,Active
713,122,Roupas,Item Sed 34,2025-11-23,,2025-12-10,426.95,Deleted
714,359,Esportes,Item Nihil 42,2025-11-24,,,165.85,Active
715,120,Eletrônicos,Item Illum 26,2025-04-17,,,76.69,Active
716,80,Eletrônicos,Item Minima 22,2025-05-18,,2025-06-01,230.29,Deleted
717,209,Eletrônicos,Item Minima 69,2025-06-16,,,185.56,Active
718,158,Brinquedos,Item Nam 34,2025-03-12,2025-04-10,,427.72,Sold
719,414,Esportes,Item Corrupti 39,2025-06-08,2025-06-19,,414.93,Sold
720,21,Móveis,Item Molestiae 42,2025-08-13,,2025-10-30,82.68,Deleted
721,496,Roupas,Item Sunt 51,2025-05-18,,2025-06-19,261.6,Deleted
722,134,Móveis,Item Est 4,2025-07-09,,2025-08-17,476.53,Deleted
723,285,Esportes,Item Est 71,2025-08-07,,,132.43,Active
724,53,Móveis,Item Et 16,2025-03-24,,,15.86,Active
725,102,Brinquedos,Item Repudiandae 48,2025-10-03,2025-10-12,,346.28,Sold
726,299,Livros,Item Corporis 34,2025-05-12,,2025-05-23,459.54,Deleted
727,34,Móveis,Item Nemo 83,2025-07-10,2025-07-12,,227.28,Sold
728,464,Roupas,Item Assumenda 16,2025-05-22,2025-05-28,,30.92,Sold
729,26,Móveis,Item Facere 74,2025-08-24,,,222.25,Active
730,255,Eletrônicos,Item Laboriosam 49,2025-06-29,,2025-08-19,344.77,Deleted
731,110,Móveis,Item Fugit 36,2025-01-06,2025-01-29,,147.13,Sold
732,315,Livros,Item Nihil 79,2025-01-18,2025-01-21,,130.43,Sold
733,256,Brinquedos,Item Itaque 71,2025-01-05,,,244.73,Active
734,197,Móveis,Item Dolore 54,2025-04-05,2025-04-23,,107.73,Sold
735,323,Livros,Item Similique 3,2025-02-05,,2025-03-09,494.81,Deleted
736,246,Livros,Item Sapiente 63,2025-05-25,,2025-07-10,178.58,Deleted
737,165,Brinquedos,Item Architecto 35,2025-08-29,,2025-11-02,98.11,Deleted
738,306,Móveis,Item Amet 4,2024-12-28,,,448.92,Active
739,30,Brinquedos,Item Numquam 68,2024-12-29,,,185.14,Active
740,499,Móveis,Item Aut 13,2025-09-30,,2025-10-30,131.45,Deleted
741,274,Esportes,Item Nobis 8,2025-03-18,2025-04-05,,384.38,Sold
742,434,Brinquedos,Item Debitis 46,2025-07-25,2025-08-31,,468.25,Sold
743,122,Livros,Item Totam 41,2025-09-26,2025-10-08,,405.04,Sold
744,468,Livros,Item Reiciendis 4,2025-01-29,,2025-03-16,354.69,Deleted
745,486,Livros,Item Provident 73,2025-01-01,,,79.63,Active
746,415,Brinquedos,Item Beatae 70,2025-02-07,2025-04-02,,161.44,Sold
747,20,Eletrônicos,Item Provident 8,2025-10-13,,,123.99,Active
748,270,Brinquedos,Item Eveniet 1,2025-04-04,2025-04-06,,172.55,Sold
749,413,Móveis,Item Quo 44,2025-07-01,,2025-07-27,361.3,Deleted
750,31,Eletrônicos,Item Eaque 19,2025-08-27,,,297.44,Active
751,57,Livros,Item Quam 47,2025-10-17,2025-12-06,,480.67,Sold
752,361,Esportes,Item Occaecati 51,2025-08-16,,,297.15,Active
753,155,Roupas,Item Consectetur 18,2025-10-06,,,488.17,Active
754,406,Esportes,Item Eius 63,2025-11-05,,2025-12-31,328.1,Deleted
755,356,Livros,Item Aspernatur 46,2025-12-18,2025-12-23,,119.39,Sold
756,194,Roupas,Item Libero 94,2025-11-10,,2025-12-03,347.36,Deleted
757,374,Eletrônicos,Item Corrupti 90,2024-12-24,2025-01-05,,474.86,Sold
758,436,Livros,Item Eum 5,2024-12-29,,,99.22,Active
759,472,Livros,Item Delectus 29,2025-02-13,,,323.43,Active
760,255,Móveis,Item Fugiat 43,2025-07-21,2025-09-19,,375.22,Sold
761,164,Móveis,Item Deserunt 82,2025-05-05,2025-05-28,,443.81,Sold
762,363,Esportes,Item Consectetur 82,2025-04-08,2025-05-31,,367.35,Sold
763,229,Eletrônicos,Item Sit 34,2025-05-21,,,112.75,Active
764,180,Roupas,Item Magnam 14,2025-08-02,,2025-08-11,363.0,Deleted
765,225,Esportes,Item Beatae 54,2025-11-02,2025-11-27,,484.86,Sold
766,253,Brinquedos,Item Dolor 45,2025-07-22,,,277.55,Active
767,246,Livros,Item Ex 84,2025-05-28,2025-07-21,,381.54,Sold
768,38,Eletrônicos,Item Nam 38,2025-12-19,2025-12-23,,19.84,Sold
769,488,Eletrônicos,Item Repellendus 10,2025-07-10,,,177.49,Active
770,83,Esportes,Item Hic 10,2025-12-05,,,278.05,Active
771,305,Livros,Item Mollitia 62,2025-11-19,2025-12-11,,355.21,Sold
772,483,Esportes,Item Officiis 22,2025-04-15,,,307.59,Active
773,81,Eletrônicos,Item Voluptas 13,2025-05-31,,,172.24,Active
774,357,Livros,Item Facere 93,2025-05-31,2025-06-27,,463.53,Sold
775,339,Roupas,Item Vel 39,2025-06-03,,2025-07-07,126.4,Deleted
776,293,Livros,Item Veniam 63,2025-08-11,2025-09-06,,85.26,Sold
777,2,Brinquedos,Item Quo 12,2025-04-06,,,154.33,Active
778,308,Brinquedos,Item Nisi 26,2025-12-08,,2026-02-27,57.52,Deleted
779,327,Roupas,Item Nostrum 11,2025-03-29,2025-04-09,,242.05,Sold
780,402,Brinquedos,Item Velit 61,2025-04-19,2025-05-09,,249.66,Sold
781,47,Esportes,Item Earum 70,2025-10-18,,2025-11-21,199.89,Deleted
782,454,Brinquedos,Item Temporibus 48,2025-03-04,,,101.43,Active
783,226,Brinquedos,Item Iusto 34,2025-03-09,2025-03-26,,120.86,Sold
784,289,Eletrônicos,Item Dolorum 20,2025-10-19,,,378.6,Active
785,44,Esportes,Item Tempora 45,2025-10-31,,2025-11-13,406.01,Deleted
786,498,Livros,Item Nobis 30,2025-03-14,,,281.26,Active
787,420,Livros,Item Veniam 54,2025-08-25,,,483.16,Active
788,294,Móveis,Item Animi 61,2025-01-13,,2025-03-15,156.44,Deleted
789,463,Esportes,Item Quod 5,2025-12-10,,,256.03,Active
790,347,Livros,Item Pariatur 19,2025-03-06,,2025-05-19,68.94,Deleted
791,89,Móveis,Item Ab 28,2025-10-23,,,406.15,Active
792,217,Eletrônicos,Item Aliquam 88,2025-01-05,2025-01-08,,223.34,Sold
793,428,Livros,Item Delectus 34,2025-05-20,,2025-06-08,166.68,Deleted
794,45,Brinquedos,Item Cum 72,2025-01-11,,2025-01-20,204.7,Deleted
795,439,Roupas,Item Atque 67,2025-07-07,,,234.5,Active
796,359,Livros,Item Dicta 76,2025-06-15,2025-08-05,,266.06,Sold
797,58,Brinquedos,Item Quam 20,2025-07-20,,,82.62,Active
798,389,Eletrônicos,Item Eum 14,2025-12-08,,2026-02-21,285.72,Deleted
799,147,Livros,Item Esse 45,2025-05-01,2025-06-21,,440.17,Sold
800,197,Esportes,Item Quod 63,2025-09-15,,,290.29,Active
801,20,Móveis,Item Repellat 36,2025-10-04,,,207.46,Active
802,349,Esportes,Item Ea 52,2025-02-04,,2025-04-23,29.0,Deleted
803,354,Móveis,Item Architecto 7,2025-10-29,,,375.42,Active
804,460,Roupas,Item Odit 3,2025-06-14,,,175.55,Active
805,160,Roupas,Item Fuga 63,2025-10-12,,,430.54,Active
806,498,Móveis,Item Cupiditate 18,2025-01-04,,2025-01-17,157.24,Deleted
807,397,Roupas,Item Repellendus 35,2025-07-30,,2025-09-25,367.11,Deleted
808,46,Móveis,Item Eveniet 57,2025-08-26,,2025-11-17,113.58,Deleted
809,380,Brinquedos,Item Odit 98,2025-02-11,,,263.09,Active
810,421,Eletrônicos,Item Accusantium 66,2025-04-27,,,397.83,Active
811,364,Livros,Item Ut 52,2025-07-01,2025-07-21,,76.47,Sold
812,15,Móveis,Item Eveniet 25,2025-03-27,,2025-06-08,438.84,Deleted
813,30,Móveis,Item Aspernatur 5,2025-04-22,2025-06-15,,233.66,Sold
814,361,Móveis,Item Eligendi 36,2025-02-12,,,190.49,Active
815,259,Brinquedos,Item Laudantium 82,2025-02-25,,,462.31,Active
816,124,Roupas,Item Ratione 63,2025-01-06,,2025-01-10,301.08,Deleted
817,243,Livros,Item Non 71,2025-07-19,2025-09-13,,181.38,Sold
818,458,Roupas,Item Inventore 96,2025-01-05,2025-02-28,,417.13,Sold
819,15,Brinquedos,Item Quia 7,2025-01-06,2025-01-25,,89.82,Sold
820,439,Móveis,Item Rem 83,2024-12-28,,2025-01-25,120.3,Deleted
821,263,Eletrônicos,Item Repellendus 100,2025-12-19,2025-12-23,,483.9,Sold
822,243,Móveis,Item Vel 83,2025-06-18,,2025-06-20,94.87,Deleted
823,130,Livros,Item Aliquid 40,2025-05-05,2025-05-20,,359.24,Sold
824,141,Brinquedos,Item Accusantium 49,2025-01-18,,2025-04-11,427.28,Deleted
825,130,Móveis,Item Magni 60,2025-05-29,,,158.05,Active
826,204,Livros,Item Eos 14,2025-05-26,,2025-08-14,13.6,Deleted
827,288,Esportes,Item Eum 77,2024-12-27,,2025-02-13,308.43,Deleted
828,351,Eletrônicos,Item Recusandae 62,2025-06-26,,,41.28,Active
829,328,Roupas,Item Fuga 36,2025-10-23,,,137.96,Active
830,153,Móveis,Item Sapiente 20,2025-06-28,,2025-09-20,263.47,Deleted
831,30,Livros,Item Nisi 52,2025-10-18,2025-12-15,,333.66,Sold
832,370,Eletrônicos,Item Veritatis 84,2025-02-14,,2025-03-04,253.71,Deleted
833,133,Brinquedos,Item Facilis 52,2025-10-29,,,200.25,Active
834,363,Livros,Item Magni 25,2025-06-29,2025-08-06,,178.15,Sold
835,352,Livros,Item Quasi 82,2025-05-10,,2025-06-08,394.6,Deleted
836,260,Roupas,Item Enim 22,2025-04-02,,2025-05-18,421.91,Deleted
837,151,Eletrônicos,Item Tempore 61,2025-09-19,,2025-10-13,72.69,Deleted
838,372,Livros,Item Incidunt 98,2025-01-16,,,457.19,Active
839,336,Eletrônicos,Item Eaque 29,2025-02-09,,2025-03-24,184.09,Deleted
840,216,Roupas,Item Harum 48,2025-05-21,,2025-06-30,137.67,Deleted
841,238,Eletrônicos,Item Dolorum 61,2025-02-23,,,36.3,Active
842,298,Livros,Item Provident 10,2025-05-21,,2025-08-04,241.39,Deleted
843,62,Esportes,Item Asperiores 49,2025-04-22,2025-05-25,,269.62,Sold
844,28,Móveis,Item Laboriosam 18,2025-01-15,,,496.25,Active
845,210,Livros,Item Ad 59,2025-08-26,,,80.18,Active
846,399,Eletrônicos,Item Dolores 63,2025-04-08,,2025-05-02,172.99,Deleted
847,325,Eletrônicos,Item Mollitia 1,2025-05-23,2025-06-13,,231.51,Sold
848,397,Móveis,Item Sapiente 74,2025-03-07,2025-04-25,,384.6,Sold
849,403,Eletrônicos,Item Temporibus 17,2025-05-08,,,311.1,Active
850,207,Brinquedos,Item Facilis 62,2025-10-02,,2025-11-26,197.83,Deleted
851,103,Esportes,Item Doloribus 48,2025-05-01,2025-06-05,,475.53,Sold
852,388,Livros,Item Doloremque 25,2025-10-08,,,18.78,Active
853,376,Móveis,Item Asperiores 29,2025-06-03,2025-07-14,,349.83,Sold
854,160,Móveis,Item Atque 14,2025-02-22,,,197.94,Active
855,86,Eletrônicos,Item Cupiditate 6,2025-12-17,,2026-01-26,156.12,Deleted
856,234,Esportes,Item Beatae 67,2025-03-10,,,302.22,Active
857,223,Esportes,Item Omnis 18,2025-08-25,,,177.94,Active
858,184,Móveis,Item Iure 22,2025-01-25,,,474.56,Active
859,10,Móveis,Item Perferendis 29,2025-01-30,,,366.31,Active
860,376,Eletrônicos,Item Autem 76,2025-11-06,2025-11-20,,257.27,Sold
861,193,Esportes,Item Dignissimos 33,2025-12-22,2025-12-23,,387.91,Sold
862,305,Eletrônicos,Item Beatae 85,2025-02-24,,2025-03-03,62.98,Deleted
863,354,Eletrônicos,Item Nobis 54,2025-03-01,2025-03-05,,227.71,Sold
864,130,Brinquedos,Item Labore 90,2025-10-16,2025-11-21,,85.03,Sold
865,323,Eletrônicos,Item Facere 39,2025-12-15,,2026-03-13,216.23,Deleted
866,267,Roupas,Item Officiis 80,2025-06-09,2025-07-22,,306.76,Sold
867,426,Eletrônicos,Item Eos 66,2025-11-18,2025-12-15,,362.2,Sold
868,59,Eletrônicos,Item Ex 64,2025-11-27,2025-12-16,,107.34,Sold
869,135,Livros,Item Nam 26,2025-02-02,2025-03-24,,185.38,Sold
870,152,Móveis,Item Nostrum 6,2025-08-28,,,278.59,Active
871,478,Brinquedos,Item Eum 43,2025-11-01,2025-12-16,,124.91,Sold
872,46,Eletrônicos,Item Atque 74,2025-10-08,2025-11-20,,337.82,Sold
873,400,Livros,Item Molestiae 10,2025-04-05,2025-04-11,,364.55,Sold
874,330,Móveis,Item Nam 59,2025-12-20,2025-12-23,,494.45,Sold
875,136,Brinquedos,Item Officia 7,2025-02-04,,,58.91,Active
876,21,Roupas,Item Natus 47,2024-12-31,2025-02-25,,402.78,Sold
877,219,Esportes,Item Suscipit 15,2025-03-27,,,56.55,Active
878,437,Móveis,Item Rerum 85,2025-05-14,2025-05-15,,327.13,Sold
879,184,Brinquedos,Item Ab 80,2025-01-17,,,141.47,Active
880,191,Roupas,Item Nesciunt 24,2025-04-03,,2025-04-15,65.78,Deleted
881,493,Brinquedos,Item Praesentium 35,2025-04-27,,,419.5,Active
882,410,Brinquedos,Item Sequi 84,2025-05-27,,2025-07-28,444.2,Deleted
883,68,Esportes,Item Vel 93,2025-11-29,2025-12-07,,38.74,Sold
884,214,Livros,Item Assumenda 62,2025-11-15,2025-11-22,,403.11,Sold
885,93,Livros,Item Laboriosam 49,2025-02-17,,2025-04-15,391.79,Deleted
886,442,Esportes,Item Quibusdam 94,2025-10-07,,2025-10-11,486.99,Deleted
887,472,Brinquedos,Item Eaque 15,2025-05-31,2025-07-01,,444.92,Sold
888,24,Eletrônicos,Item Dignissimos 34,2025-05-19,,,330.94,Active
889,445,Esportes,Item Facere 68,2025-02-11,2025-03-29,,386.09,Sold
890,115,Esportes,Item Commodi 44,2025-04-09,,2025-06-21,264.36,Deleted
891,317,Eletrônicos,Item Assumenda 56,2025-03-06,,2025-06-04,334.24,Deleted
892,178,Esportes,Item In 87,2025-02-24,2025-03-27,,324.29,Sold
893,424,Livros,Item Culpa 79,2025-05-09,2025-07-02,,36.74,Sold
894,259,Brinquedos,Item Aliquid 64,2025-12-21,,2026-01-11,436.01,Deleted
895,252,Roupas,Item Quam 31,2025-07-27,2025-09-14,,172.14,Sold
896,26,Livros,Item Tenetur 29,2025-01-24,,,279.74,Active
897,207,Móveis,Item Libero 11,2025-12-09,,,234.96,Active
898,46,Brinquedos,Item Assumenda 58,2025-01-28,,2025-03-27,164.87,Deleted
899,382,Esportes,Item Iusto 3,2025-05-17,,,60.3,Active
900,19,Livros,Item Magni 71,2025-07-21,,,10.08,Active
901,310,Livros,Item Sit 82,2025-05-25,2025-07-15,,159.25,Sold
902,106,Esportes,Item Odio 86,2025-10-30,,2026-01-10,233.54,Deleted
903,187,Eletrônicos,Item Vitae 29,2025-09-28,,,423.72,Active
904,287,Livros,Item Assumenda 77,2025-04-24,,,241.84,Active
905,367,Brinquedos,Item Debitis 15,2025-09-27,,2025-11-13,57.74,Deleted
906,2,Roupas,Item Inventore 46,2025-09-28,,2025-10-27,416.64,Deleted
907,281,Livros,Item Rerum 48,2025-04-11,,,354.03,Active
908,85,Brinquedos,Item Ab 18,2025-08-03,2025-09-30,,412.7,Sold
909,55,Roupas,Item Sit 79,2025-10-08,,2025-11-30,106.0,Deleted
910,437,Brinquedos,Item Nostrum 28,2025-08-25,2025-10-24,,233.95,Sold
911,174,Eletrônicos,Item Ea 97,2024-12-23,2025-02-07,,213.09,Sold
912,302,Eletrônicos,Item Consequatur 99,2025-10-24,,2026-01-19,446.96,Deleted
913,338,Livros,Item Est 65,2025-08-29,,,75.97,Active
914,3,Livros,Item Commodi 95,2025-09-09,,,33.8,Active
915,430,Livros,Item Asperiores 62,2025-01-05,,,462.94,Active
916,89,Esportes,Item Ea 17,2025-12-18,2025-12-23,,60.74,Sold
917,311,Roupas,Item Aut 65,2025-04-02,,2025-06-18,441.88,Deleted
918,312,Esportes,Item Magnam 98,2025-04-19,,,131.64,Active
919,494,Roupas,Item Modi 38,2025-01-07,,,231.89,Active
920,212,Livros,Item Officiis 90,2025-01-09,2025-01-18,,444.35,Sold
921,432,Esportes,Item Corrupti 71,2025-07-19,,2025-08-27,431.75,Deleted
922,324,Móveis,Item Aperiam 26,2025-08-28,,2025-11-07,112.76,Deleted
923,352,Roupas,Item Eaque 87,2025-10-05,,2025-11-12,75.01,Deleted
924,500,Móveis,Item Aliquid 65,2025-09-23,,2025-12-16,275.82,Deleted
925,364,Eletrônicos,Item Sapiente 98,2025-12-10,,2026-01-21,182.6,Deleted
926,299,Livros,Item Temporibus 86,2025-08-30,,,357.96,Active
927,147,Brinquedos,Item Voluptatibus 2,2025-04-08,,2025-06-16,266.14,Deleted
928,75,Eletrônicos,Item Facere 86,2025-06-12,2025-07-07,,37.74,Sold
929,385,Móveis,Item Aliquam 37,2025-02-10,,,344.86,Active
930,32,Esportes,Item Nostrum 38,2025-05-16,2025-07-09,,109.96,Sold
931,184,Brinquedos,Item Laboriosam 14,2025-01-21,,2025-01-26,311.89,Deleted
932,443,Móveis,Item Non 96,2025-12-11,,2026-02-21,327.09,Deleted
933,122,Livros,Item Nostrum 90,2025-12-17,,,150.94,Active
934,475,Brinquedos,Item Rerum 50,2025-10-25,,2025-11-01,214.12,Deleted
935,495,Livros,Item Officiis 7,2025-03-28,,2025-05-08,16.35,Deleted
936,104,Livros,Item Dolorum 100,2025-05-22,,,431.62,Active
937,425,Móveis,Item Reprehenderit 82,2025-11-20,,,355.27,Active
938,387,Livros,Item Quia 70,2025-05-05,,2025-06-22,371.84,Deleted
939,372,Móveis,Item Accusantium 38,2025-08-04,2025-09-23,,229.92,Sold
940,96,Móveis,Item Nesciunt 95,2025-04-18,,2025-04-28,261.78,Deleted
941,21,Brinquedos,Item Fugit 36,2025-01-16,,,282.73,Active
942,300,Roupas,Item Nihil 1,2025-01-25,2025-02-05,,171.98,Sold
943,21,Móveis,Item Occaecati 42,2025-12-13,,2026-01-02,302.47,Deleted
944,432,Esportes,Item Officia 39,2025-01-02,,2025-03-22,250.37,Deleted
945,184,Eletrônicos,Item Sed 91,2025-01-14,,2025-03-26,165.75,Deleted
946,267,Eletrônicos,Item Excepturi 65,2025-01-07,2025-01-19,,88.09,Sold
947,207,Eletrônicos,Item Quia 45,2025-05-08,,2025-07-16,118.39,Deleted
948,170,Roupas,Item Repellendus 47,2025-05-22,2025-07-04,,153.85,Sold
949,244,Livros,Item Optio 97,2025-09-04,,2025-11-11,490.76,Deleted
950,343,Roupas,Item Quos 58,2025-04-22,2025-04-30,,127.77,Sold
951,471,Livros,Item Nobis 32,2025-01-04,,2025-03-24,479.86,Deleted
952,196,Eletrônicos,Item Eos 50,2025-02-06,,2025-03-20,135.73,Deleted
953,13,Livros,Item Neque 99,2025-09-22,,2025-10-29,193.73,Deleted
954,250,Eletrônicos,Item Dicta 38,2025-04-03,,2025-05-31,450.16,Deleted
955,264,Eletrônicos,Item Nostrum 13,2025-06-01,2025-06-22,,92.02,Sold
956,4,Esportes,Item Veniam 9,2025-09-03,,2025-11-11,113.28,Deleted
957,443,Esportes,Item Ut 55,2025-02-01,,2025-03-01,419.48,Deleted
958,425,Esportes,Item Eveniet 95,2025-07-18,2025-08-22,,389.85,Sold
959,383,Esportes,Item Rem 20,2025-07-28,,2025-08-07,21.64,Deleted
960,20,Eletrônicos,Item Doloremque 10,2025-04-28,,2025-06-10,36.59,Deleted
961,286,Eletrônicos,Item Deserunt 74,2025-08-22,,,412.59,Active
962,209,Brinquedos,Item Rem 58,2025-05-06,,,318.81,Active
963,162,Eletrônicos,Item Quibusdam 50,2025-03-15,,,339.92,Active
964,329,Esportes,Item Quis 80,2025-09-04,,2025-09-05,40.99,Deleted
965,24,Esportes,Item Voluptatem 10,2025-01-19,,2025-04-04,185.27,Deleted
966,149,Esportes,Item Aut 39,2025-05-22,,2025-06-05,307.22,Deleted
967,392,Brinquedos,Item Dolorum 49,2025-06-18,,,203.61,Active
968,243,Móveis,Item Quaerat 69,2025-07-07,,2025-07-11,117.73,Deleted
969,408,Livros,Item Optio 38,2025-12-20,,2026-02-09,480.47,Deleted
970,347,Esportes,Item Reiciendis 83,2025-06-18,2025-07-08,,192.83,Sold
971,448,Livros,Item Expedita 19,2025-06-05,2025-07-11,,70.39,Sold
972,306,Brinquedos,Item Aspernatur 69,2025-10-17,2025-11-23,,278.29,Sold
973,108,Esportes,Item Incidunt 95,2025-08-21,2025-09-10,,452.74,Sold
974,109,Brinquedos,Item Ad 83,2025-10-30,,,427.21,Active
975,114,Livros,Item At 33,2025-12-21,2025-12-23,,105.22,Sold
976,437,Eletrônicos,Item Culpa 97,2025-12-18,2025-12-23,,466.86,Sold
977,331,Livros,Item Sint 10,2025-03-10,,2025-05-09,152.42,Deleted
978,51,Móveis,Item Et 93,2025-08-27,2025-09-13,,294.49,Sold
979,183,Móveis,Item Repellat 86,2025-10-13,,,331.18,Active
980,318,Eletrônicos,Item Ipsum 25,2025-09-30,2025-10-19,,165.72,Sold
981,169,Livros,Item Quo 85,2025-10-02,,,159.78,Active
982,290,Livros,Item Rem 47,2025-04-16,,2025-05-06,405.77,Deleted
983,87,Eletrônicos,Item A 41,2025-03-27,,,130.63,Active
984,379,Esportes,Item Modi 56,2025-02-11,2025-03-29,,145.57,Sold
985,69,Esportes,Item Libero 94,2024-12-27,,,172.47,Active
986,237,Brinquedos,Item Laborum 46,2025-11-26,,,389.64,Active
987,283,Eletrônicos,Item Doloribus 23,2025-02-26,,,326.32,Active
988,144,Móveis,Item Nesciunt 69,2025-05-25,2025-07-18,,106.25,Sold
989,40,Esportes,Item Blanditiis 10,2025-05-13,,2025-08-02,447.13,Deleted
990,16,Livros,Item Perferendis 75,2025-11-24,,2026-02-13,208.52,Deleted
991,465,Eletrônicos,Item Minus 71,2025-08-20,,2025-09-17,137.7,Deleted
992,335,Móveis,Item Illo 47,2025-03-25,,2025-05-25,202.32,Deleted
993,69,Brinquedos,Item Eius 65,2025-02-19,,2025-03-29,260.1,Deleted
994,187,Livros,Item Quaerat 2,2025-11-07,,,334.71,Active
995,85,Livros,Item Cupiditate 18,2025-02-19,,2025-05-18,228.65,Deleted
996,486,Livros,Item Consectetur 85,2025-08-21,2025-09-27,,437.38,Sold
997,375,Brinquedos,Item Soluta 46,2025-05-17,2025-07-04,,29.81,Sold
998,119,Eletrônicos,Item Similique 34,2025-02-23,,,191.02,Active
999,106,Livros,Item Occaecati 47,2025-07-31,2025-09-12,,200.17,Sold
1000,452,Eletrônicos,Item Ea 6,2025-02-11,,,490.49,Active
1001,53,Esportes,Item Id 67,2025-04-24,,,320.45,Active
1002,428,Esportes,Item Consequuntur 34,2025-04-11,,,293.53,Active
1003,193,Esportes,Item Eius 49,2025-06-07,,2025-06-30,189.0,Deleted
1004,265,Roupas,Item Amet 49,2025-07-21,,2025-07-31,486.61,Deleted
1005,208,Roupas,Item Ut 45,2025-01-27,2025-03-02,,248.56,Sold
1006,455,Livros,Item Iure 1,2025-11-14,,,255.9,Active
1007,85,Móveis,Item Dignissimos 10,2025-10-26,2025-11-24,,262.13,Sold
1008,109,Móveis,Item Vero 24,2025-02-13,,,87.11,Active
1009,339,Móveis,Item Rem 54,2025-06-17,,2025-07-03,407.47,Deleted
1010,247,Esportes,Item Voluptatem 62,2025-09-14,,2025-09-29,244.72,Deleted
1011,332,Brinquedos,Item Beatae 3,2025-06-08,,2025-06-29,129.4,Deleted
1012,304,Móveis,Item Odit 18,2025-03-31,2025-05-07,,318.47,Sold
1013,294,Móveis,Item Ab 8,2024-12-31,2025-02-27,,91.51,Sold
1014,491,Brinquedos,Item Repellendus 77,2025-05-14,2025-06-17,,484.93,Sold
1015,450,Esportes,Item Maiores 94,2025-02-01,,2025-02-04,334.26,Deleted
1016,485,Eletrônicos,Item Atque 28,2025-06-19,,,230.11,Active
1017,445,Brinquedos,Item Molestias 22,2025-11-22,,,117.49,Active
1018,308,Móveis,Item Molestiae 75,2025-05-07,,,412.02,Active
1019,338,Livros,Item Perferendis 34,2025-04-14,2025-05-24,,92.18,Sold
1020,473,Brinquedos,Item Distinctio 77,2025-06-11,,2025-07-25,299.39,Deleted
1021,198,Móveis,Item Cumque 14,2025-07-27,2025-08-21,,18.12,Sold
1022,351,Brinquedos,Item Harum 20,2025-12-15,,2026-02-18,306.7,Deleted
1023,462,Livros,Item Sint 77,2025-03-17,2025-04-17,,29.13,Sold
1024,386,Eletrônicos,Item Amet 12,2025-01-07,,2025-03-13,246.3,Deleted
1025,309,Livros,Item Magni 1,2025-04-10,2025-06-07,,449.51,Sold
1026,221,Livros,Item Minima 54,2025-07-06,,2025-09-28,191.48,Deleted
1027,272,Brinquedos,Item Vero 30,2025-09-09,2025-10-24,,469.83,Sold
1028,405,Brinquedos,Item Ipsum 45,2025-04-19,,,298.63,Active
1029,295,Eletrônicos,Item Nemo 55,2025-08-02,,2025-10-31,75.6,Deleted
1030,393,Móveis,Item Odio 11,2025-06-05,,,148.8,Active
1031,132,Móveis,Item Magnam 1,2025-01-05,,2025-02-27,357.48,Deleted
1032,268,Eletrônicos,Item Quos 67,2025-03-05,2025-04-11,,13.53,Sold
1033,353,Roupas,Item Dolorem 53,2025-08-05,,2025-09-01,187.51,Deleted
1034,130,Roupas,Item Odio 69,2025-12-18,2025-12-23,,217.55,Sold
1035,314,Roupas,Item Quae 88,2025-02-09,,,204.75,Active
1036,283,Livros,Item Ad 62,2025-10-13,2025-11-09,,97.57,Sold
1037,248,Roupas,Item Voluptates 40,2024-12-29,,2025-03-11,293.05,Deleted
1038,377,Móveis,Item Eius 85,2025-08-21,,2025-10-11,68.35,Deleted
1039,401,Esportes,Item Aspernatur 21,2025-04-27,2025-05-26,,59.14,Sold
1040,403,Roupas,Item Quis 71,2025-08-30,,2025-10-21,310.87,Deleted
1041,83,Brinquedos,Item Dicta 82,2025-04-30,,2025-05-07,12.59,Deleted
1042,75,Brinquedos,Item Excepturi 77,2025-01-03,2025-02-25,,223.33,Sold
1043,114,Roupas,Item Accusantium 11,2025-07-20,2025-08-06,,308.42,Sold
1044,477,Brinquedos,Item Sed 79,2025-01-29,,2025-03-20,331.53,Deleted
1045,365,Livros,Item Harum 8,2025-04-03,,,473.4,Active
1046,225,Eletrônicos,Item Aliquam 26,2025-12-19,2025-12-23,,426.78,Sold
1047,100,Eletrônicos,Item Non 77,2025-01-13,,2025-02-19,260.17,Deleted
1048,315,Móveis,Item Odit 87,2025-10-06,,2025-11-05,27.67,Deleted
1049,1,Móveis,Item Itaque 12,2025-07-17,2025-08-28,,498.44,Sold
1050,181,Esportes,Item Quod 51,2025-08-30,,,208.67,Active
1051,8,Esportes,Item Exercitationem 91,2025-08-17,2025-09-20,,43.62,Sold
1052,146,Esportes,Item Incidunt 72,2025-03-24,2025-04-29,,458.35,Sold
1053,178,Roupas,Item Assumenda 29,2025-01-20,,,307.12,Active
1054,477,Brinquedos,Item Cum 74,2025-04-25,2025-05-25,,12.28,Sold
